"","wijk_id","wijk_district_and_neighborhood","wijk_municipality","wijk_type_region","wijk_code","wijk_change_in_layout","wijk_number_of_inhabitants","wijk_n_Sixty_Five_Years_Or_Older","wijk_WesternTotal","wijk_Non_Western_Total","wijk_Morocco","wijk_Turkey","wijk_Population_Density","wijk_Average_Home_Value","wijk_Average_Income_Per_Income_Recipient","wijk_Average_Income_Per_Inhabitant","wijk_40_Lowest_Income_People","wijk_20_Persons_With_Highest_Income","wijk_40_Lowest_Income_Households","wijk_20_House_holds_With_Highest_Income","wijk_low_income_households","wijk_House_hold_Under_Or_Around_Social_Minimum","wijk_code_six_digits"
"5830",5829,"WK051806","'s-Gravenhage","Wijk","WK051806","1",805,260,245,75,5,0,"746","621","85.7","61.2","28.8","42.7","29","43.6","3.7","3.7","051806"
"5832",5831,"WK051807","'s-Gravenhage","Wijk","WK051807","1",17070,3460,3220,1810,115,75,"8055","225","36","29","38.9","23.8","48","18.1","10.6","9.7","051807"
"5838",5837,"WK051808","'s-Gravenhage","Wijk","WK051808","1",5905,840,575,370,25,20,"6228","162","28.4","22","41.2","16.6","48.7","12.8","11.5","11.7","051808"
"5840",5839,"WK051809","'s-Gravenhage","Wijk","WK051809","1",13905,2580,3980,1430,65,70,"10444","365","52.7","39.5","32.3","35.8","34.2","32.7","7.1","6.5","051809"
"5843",5842,"WK051810","'s-Gravenhage","Wijk","WK051810","1",490,175,155,50,0,0,"570","553","74.4","60.1","23.2","49.1","20.8","49.4","5.9","5.5","051810"
"5845",5844,"WK051811","'s-Gravenhage","Wijk","WK051811","1",7640,1050,2205,865,20,35,"11736","302","50.2","39.1","27.8","40.5","37.3","29.3","7.5","6.3","051811"
"5848",5847,"WK051812","'s-Gravenhage","Wijk","WK051812","1",14610,2960,2990,1405,75,100,"10371","213","37.2","29.8","29.6","30.1","33.6","21.9","4.9","4.9","051812"
"5852",5851,"WK051813","'s-Gravenhage","Wijk","WK051813","1",5230,1035,1105,285,5,10,"1888","563","63.7","45.3","26","48.2","11.3","58.2","2.3","1.9","051813"
"5854",5853,"WK051814","'s-Gravenhage","Wijk","WK051814","1",4810,1790,890,335,5,15,"3912","204","37.4","32.5","30.7","27.5","39.8","18.8","5.1","5.9","051814"
"5857",5856,"WK051815","'s-Gravenhage","Wijk","WK051815","1",2265,720,420,170,5,15,"474","470","53.5","44.5","31","37.8","24.3","41.9","3.6","4.3","051815"
"5860",5859,"WK051816","'s-Gravenhage","Wijk","WK051816","1",5250,1035,775,695,60,70,"1732","264","40","32.1","29.7","27.5","33.3","23.5","5.9","4.4","051816"
"5862",5861,"WK051817","'s-Gravenhage","Wijk","WK051817","1",17570,4000,2070,3310,505,545,"6502","178","29.8","24.3","38","17.6","42.4","16.2","8.4","7.8","051817"
"5866",5865,"WK051818","'s-Gravenhage","Wijk","WK051818","1",17185,5600,2490,2905,405,340,"9471","162","29.5","24.8","38.5","16.4","49.3","10.6","9.6","9.6","051818"
"5872",5871,"WK051819","'s-Gravenhage","Wijk","WK051819","1",9705,1525,1580,825,25,65,"9370","219","38.8","30.4","28.2","32.4","26","27.9","4","4","051819"
"5875",5874,"WK051820","'s-Gravenhage","Wijk","WK051820","1",18250,1765,3835,5155,460,495,"17197","148","29.6","23.7","38.7","18.3","51.8","12","12.2","10.8","051820"
"5878",5877,"WK051821","'s-Gravenhage","Wijk","WK051821","1",13200,1300,2725,3880,460,460,"14435","181","32.4","26.5","39.5","22.7","54.5","14.9","13.5","12.2","051821"
"5881",5880,"WK051822","'s-Gravenhage","Wijk","WK051822","1",11655,1175,2625,2805,435,250,"14342","223","37.5","30.8","39.6","26.5","56","15.6","16","13.5","051822"
"5883",5882,"WK051823","'s-Gravenhage","Wijk","WK051823","1",1500,255,535,200,5,15,"4345","330","59.9","49.3","24.9","42.8","38.3","27.2","6.5","6.8","051823"
"5885",5884,"WK051824","'s-Gravenhage","Wijk","WK051824","1",405,160,150,45,0,0,"348","171","52.9","45.9","25.1","37.3","41.9","15","5.2","6.4","051824"
"5887",5886,"WK051825","'s-Gravenhage","Wijk","WK051825","1",14075,3275,2620,4390,485,310,"4628","145","32.5","26.2","39.9","19.1","56.8","10.8","14.5","13.8","051825"
"5892",5891,"WK051826","'s-Gravenhage","Wijk","WK051826","1",16700,2025,4080,3765,280,215,"8668","203","40.3","32.4","31.8","33.7","40.6","20","8.7","7.7","051826"
"5896",5895,"WK051827","'s-Gravenhage","Wijk","WK051827","1",12145,920,2430,6085,875,640,"13120","132","26","21.1","55.2","14.1","71.2","8.4","21.9","19.3","051827"
"5900",5899,"WK051828","'s-Gravenhage","Wijk","WK051828","1",19170,2270,4210,6315,1010,550,"9523","196","35.2","29.9","42.8","24","58.1","12.9","17.6","16.5","051828"
"5905",5904,"WK051829","'s-Gravenhage","Wijk","WK051829","1",31150,2895,2290,26200,7125,8475,"21271","113","19.1","13.9","63.6","4.8","65.3","6.8","28.3","27.2","051829"
"5909",5908,"WK051830","'s-Gravenhage","Wijk","WK051830","1",16180,1440,2685,12280,2195,4525,"19755","118","20.8","14.9","57.9","6.2","61.9","7.3","23.2","23.3","051830"
"5913",5912,"WK051831","'s-Gravenhage","Wijk","WK051831","1",18610,1465,4540,7385,550,2465,"19837","114","25","19","42.1","9.7","50.1","7.1","10.2","8.4","051831"
"5917",5916,"WK051832","'s-Gravenhage","Wijk","WK051832","1",14855,2710,2435,2800,250,525,"11648","133","29","23.7","35","16.1","43.7","10.4","7","6.8","051832"
"5919",5918,"WK051833","'s-Gravenhage","Wijk","WK051833","1",28195,4480,3575,15960,3805,5070,"6722","124","23.7","17.7","51","9.1","62.3","7.4","19.3","18.3","051833"
"5924",5923,"WK051834","'s-Gravenhage","Wijk","WK051834","1",18615,2490,2465,9855,1690,2705,"11071","113","25.1","19.4","47.4","10.4","62.9","7.6","20.7","18.8","051834"
"5928",5927,"WK051835","'s-Gravenhage","Wijk","WK051835","1",165,105,15,15,0,5,"172","96","20.6","20.1","60.7","4.3","83.7","0.8","14.1","20.3","051835"
"5930",5929,"WK051836","'s-Gravenhage","Wijk","WK051836","1",20480,2310,2735,12175,2535,2535,"11476","98","22","16.5","54.7","6.6","70.4","4.9","27.1","24","051836"
"5935",5934,"WK051837","'s-Gravenhage","Wijk","WK051837","1",5220,330,690,3895,410,1995,"11693","135","22.6","16","51.6","8.7","52.1","11.2","17.3","14.4","051837"
"5937",5936,"WK051838","'s-Gravenhage","Wijk","WK051838","1",40795,3245,8640,22085,3845,3475,"15237","114","22.8","17.4","50.6","8.2","60","6.2","17.5","15.8","051838"
"5944",5943,"WK051839","'s-Gravenhage","Wijk","WK051839","1",1610,15,145,1015,220,100,"1199","66","15.8","14.2","72.1","5","91.1","1.6","40.4","33","051839"
"5946",5945,"WK051840","'s-Gravenhage","Wijk","WK051840","1",21610,2210,2145,7130,1180,1525,"6984","266","37","27.1","34.8","28.1","25.2","35.5","6.9","6.1","051840"
"5952",5951,"WK051841","'s-Gravenhage","Wijk","WK051841","1",170,40,10,10,0,0,"49","450","42.5","34.1","36.2","29.7",".",".",".",".","051841"
"5956",5955,"WK051842","'s-Gravenhage","Wijk","WK051842","1",27170,1810,3420,7540,785,1045,"5939","282","40.1","28.5","33.8","32.5","25.4","37.1","7.3","6.2","051842"
"5964",5963,"WK051843","'s-Gravenhage","Wijk","WK051843","1",145,40,10,5,0,0,"50",".","48.5","40.9","38.4","24.8",".",".",".",".","051843"
"5967",5966,"WK051844","'s-Gravenhage","Wijk","WK051844","1",20690,1665,2020,6030,790,625,"5874","289","39.4","28.2","31.3","32.4","18.9","40.5","4.4","3.7","051844"
"5973",5972,"WK001400","Groningen","Wijk","WK001400","1",22635,1615,3750,2415,65,150,"9906","155","22.7","20.6","60.4","11.5","80.6","5.3","18.7","14.6","001400"
"5982",5981,"WK001401","Groningen","Wijk","WK001401","1",20525,1750,2855,1590,40,60,"5555","154","25.7","23","50.5","15.5","69","7.2","12.5","10","001401"
"5993",5992,"WK001402","Groningen","Wijk","WK001402","1",14825,1265,2160,1270,25,55,"13186","173","26.9","23.5","51.6","17.2","68.3","9.8","14.1","10.8","001402"
"5998",5997,"WK001403","Groningen","Wijk","WK001403","1",18580,1185,2160,2990,175,160,"10458","124","21.8","18.7","58.8","9.5","76.9","4.5","24","19.4","001403"
"6002",6001,"WK001404","Groningen","Wijk","WK001404","1",11840,1010,1345,1670,60,130,"7865","126","24.2","20.9","53","11.6","73","5.7","22.9","19.6","001404"
"6008",6007,"WK001405","Groningen","Wijk","WK001405","1",2260,145,365,195,5,10,"241","218","39.5","32.1","31.6","32.1","43","24.2","9.6","7.1","001405"
"6021",6020,"WK001406","Groningen","Wijk","WK001406","1",19105,3515,2345,1850,60,90,"4404","195","35.5","29.4","37.2","24.7","49.1","17.5","11","9","001406"
"6029",6028,"WK001407","Groningen","Wijk","WK001407","1",10950,2545,1065,900,35,55,"2888","192","33.8","28.3","38.2","22.1","51","16.4","9.9","8.9","001407"
"6036",6035,"WK001408","Groningen","Wijk","WK001408","1",12260,1870,860,630,40,35,"855","191","30","22.6","40.9","19.5","36.5","21.3","7.8","7.8","001408"
"6050",6049,"WK001409","Groningen","Wijk","WK001409","1",16505,2690,1745,2435,265,225,"2354","162","26","20.5","49.9","14.7","56.9","12.8","12.4","12.1","001409"
"6059",6058,"WK001410","Groningen","Wijk","WK001410","1",18170,3230,2335,4105,275,345,"3664","124","21.9","18","57.3","8.6","72.7","5.1","20.1","18.2","001410"
"6066",6065,"WK001411","Groningen","Wijk","WK001411","1",16465,1420,1625,2135,65,75,"1568","141","27.8","21.6","42.9","15.3","46.6","12.7","15.3","11.9","001411"
"6075",6074,"WK001412","Groningen","Wijk","WK001412","1",16400,2540,1575,1690,85,80,"2173","156","28.1","22.1","41","15.9","40.4","13.9","10.8","10.1","001412"
"6088",6087,"WK001413","Groningen","Wijk","WK001413","1",1065,195,60,25,0,0,"162","237","35.8","28.2","36.8","24.6","28.7","31.4","7.2","5.6","001413"
"6092",6091,"WK001414","Groningen","Wijk","WK001414","3",1035,50,65,45,0,5,"63",".","40.9","27.8","21.4","32.1","15.9","42","6.4","5","001414"
"6097",6096,"WK001500","Grootegast","Wijk","WK001500","1",5325,1050,105,100,5,0,"171","189","26.5","20.4","44.3","13.1","37.6","17","6.2","6.4","001500"
"6105",6104,"WK001501","Grootegast","Wijk","WK001501","1",1125,140,25,10,0,0,"58","196","29.2","21.8","39","17.1","27.5","21.2","5.2","3.6","001501"
"6108",6107,"WK001502","Grootegast","Wijk","WK001502","1",2870,475,95,30,0,0,"195","207","27.3","21","42.4","13.8","31.5","19.5","4.2","3.7","001502"
"6113",6112,"WK001503","Grootegast","Wijk","WK001503","1",2840,455,70,25,0,0,"133","190","28","22.1","40.4","14.5","29.9","18.4","4.3","3.9","001503"
"6118",6117,"WK172900","Gulpen-Wittem","Wijk","WK172900","1",4660,1380,565,125,20,0,"225","196","29.9","25.5","42.3","17","42.3","18.3","6.4","6.7","172900"
"6124",6123,"WK172901","Gulpen-Wittem","Wijk","WK172901","1",2520,595,235,70,0,0,"251","194","30.6","25.6","38.1","17.9","34.1","19.9","6.3","4.9","172901"
"6130",6129,"WK172902","Gulpen-Wittem","Wijk","WK172902","1",1715,425,210,25,0,0,"222","218","32.9","27.6","37.8","21","25.6","24.4","3.3","2.3","172902"
"6135",6134,"WK172903","Gulpen-Wittem","Wijk","WK172903","1",1890,465,265,35,0,0,"216","195","28.1","24.3","41.1","15.9","32.6","17.4","6.6","5.7","172903"
"6140",6139,"WK172904","Gulpen-Wittem","Wijk","WK172904","1",1850,445,190,25,0,0,"163","207","29.9","25.7","40.3","16.9","31.4","22.2","3.9","3.4","172904"
"6145",6144,"WK172905","Gulpen-Wittem","Wijk","WK172905","1",1075,295,130,15,0,0,"146","234","30.2","25.7","41","18.2","32","23.4","3.6","4","172905"
"6149",6148,"WK172906","Gulpen-Wittem","Wijk","WK172906","1",635,185,80,10,0,0,"88","265","32.8","27.8","37.5","22.2","27.6","26.9","4.4","3","172906"
"6155",6154,"WK015800","Haaksbergen","Wijk","WK015800","1",17450,4065,1175,1140,65,570,"2746","200","28.8","23.6","41.5","16.2","33.3","19.7","5.2","4.8","015800"
"6173",6172,"WK015801","Haaksbergen","Wijk","WK015801","1",2590,450,135,50,0,20,"70","321","34.7","26.9","38.7","22.6","21.2","39.7","3.7","3.5","015801"
"6178",6177,"WK015802","Haaksbergen","Wijk","WK015802","1",1205,210,35,5,0,0,"82","261","29.9","24.1","39.8","16","22.4","38.5","2.1","3.5","015802"
"6181",6180,"WK015803","Haaksbergen","Wijk","WK015803","1",1430,365,145,10,0,5,"45","254","29.2","25.2","43.6","15.6","32.5","26.9","4.6","5.3","015803"
"6184",6183,"WK015804","Haaksbergen","Wijk","WK015804","1",225,40,5,0,0,0,"39","325","30","23.8","41.2","13.6",".",".",".",".","015804"
"6186",6185,"WK015805","Haaksbergen","Wijk","WK015805","1",150,25,0,0,0,0,"32",".","27.3","21.3","48.7","14.3",".",".",".",".","015805"
"6188",6187,"WK015806","Haaksbergen","Wijk","WK015806","1",170,30,5,0,0,0,"43",".","35.6","27.4","37.7","16.2",".",".",".",".","015806"
"6190",6189,"WK015809","Haaksbergen","Wijk","WK015809","1",1020,245,90,85,0,35,"3635","154","28.2","24.7","43.1","11.9","55.7","10.2","9","7.4","015809"
"6193",6192,"WK078801","Haaren","Wijk","WK078801","1",5690,1310,300,125,5,5,"319","315","33.1","28","39.6","21","28.5","29.3","4.5","3.5","078801"
"6199",6198,"WK078802","Haaren","Wijk","WK078802","1",4685,1060,245,100,0,0,"184","317","35.7","29.6","37.4","23","27.4","31.7","3.6","4","078802"
"6205",6204,"WK078803","Haaren","Wijk","WK078803","1",2120,470,75,45,5,0,"362","294","33.1","27.4","37.4","22.4","25","32.8","3","3.4","078803"
"6208",6207,"WK078804","Haaren","Wijk","WK078804","1",1410,240,40,30,0,0,"165","313","34.7","29","36.2","22.9","18.4","38.2","2.8","3.2","078804"
"6213",6212,"WK039201","Haarlem","Wijk","WK039201","1",13830,1860,2640,1250,125,145,"9277","260","41.9","36.5","28.2","30.5","43.7","20.6","7.1","6.5","039201"
"6220",6219,"WK039202","Haarlem","Wijk","WK039202","1",12880,2560,1970,930,90,170,"5376","411","52.6","41.3","30.5","35.5","33.1","33.7","6.1","5.4","039202"
"6229",6228,"WK039203","Haarlem","Wijk","WK039203","1",8250,1025,1290,590,60,100,"12765","271","38.1","30.6","30.9","27.5","35.6","23.4","5","4.1","039203"
"6234",6233,"WK039204","Haarlem","Wijk","WK039204","1",7475,1140,855,315,10,45,"6306","272","38","29.7","30.5","29.1","29.9","31.2","4.2","3.9","039204"
"6240",6239,"WK039205","Haarlem","Wijk","WK039205","1",5725,1115,700,365,15,10,"3023","363","42.3","33.3","31.7","33.7","33.5","33.6","4.1","3.6","039205"
"6247",6246,"WK039206","Haarlem","Wijk","WK039206","1",1810,225,235,195,15,25,"465","306","42.6","33.4","29.6","36.1","33.7","33.5","7.5","6.6","039206"
"6251",6250,"WK039207","Haarlem","Wijk","WK039207","1",7875,1160,1055,1100,125,325,"12918","197","31","25.7","35.9","19.4","49.4","14.8","9.4","8.9","039207"
"6256",6255,"WK039208","Haarlem","Wijk","WK039208","1",5330,920,540,1060,200,320,"8237","174","26.8","22.3","43.6","12.8","55.7","9.8","12.8","11.5","039208"
"6261",6260,"WK039209","Haarlem","Wijk","WK039209","1",6805,1410,655,1855,470,675,"4457","194","28.2","23.4","40.4","15.5","46.3","14.6","8.9","9","039209"
"6268",6267,"WK039210","Haarlem","Wijk","WK039210","1",8830,890,1520,1090,95,395,"13669","210","32.5","26.8","33.9","21.9","46.5","16.3","8","6.4","039210"
"6274",6273,"WK039211","Haarlem","Wijk","WK039211","1",9170,1190,1050,875,165,210,"12760","227","32.5","25.2","32.8","22.9","31","21.7","4.2","3.6","039211"
"6280",6279,"WK039212","Haarlem","Wijk","WK039212","1",13195,2015,1635,675,40,70,"8775","356","43.5","32.3","28.1","35.3","26.5","37.9","3.4","2.9","039212"
"6288",6287,"WK039213","Haarlem","Wijk","WK039213","1",8970,1745,995,440,45,30,"5625","288","39.6","30.8","28.9","31","26.7","31.4","3.4","3.1","039213"
"6296",6295,"WK039214","Haarlem","Wijk","WK039214","1",5060,610,550,310,45,40,"5704","243","34.8","26.8","31.2","25.4","27.5","28.3","4.7","4.4","039214"
"6301",6300,"WK039215","Haarlem","Wijk","WK039215","1",4965,1125,465,865,255,205,"10462","187","28","23.3","41","14.8","51.6","9","10.9","9.3","039215"
"6305",6304,"WK039216","Haarlem","Wijk","WK039216","1",5380,945,550,555,115,115,"2784","257","31.6","24.5","37.4","21.9","34.1","26.5","6.9","6.9","039216"
"6311",6310,"WK039217","Haarlem","Wijk","WK039217","1",605,165,55,15,0,0,"916","316","35.4","29.3","35","26","32.3","28.1","4.2","4.5","039217"
"6314",6313,"WK039218","Haarlem","Wijk","WK039218","1",9810,2045,1205,3325,900,1055,"6660","160","27.2","22.1","41.4","12.5","54.4","9.1","13.3","11.8","039218"
"6322",6321,"WK039219","Haarlem","Wijk","WK039219","1",6845,1040,680,3205,835,1100,"3862","166","25.7","19.6","45.7","12.7","50.7","12.2","15.3","13.4","039219"
"6329",6328,"WK039220","Haarlem","Wijk","WK039220","1",8165,1955,1075,1690,455,340,"4569","194","31.3","25.8","36.9","18.9","41.6","15.5","8.1","7.7","039220"
"6337",6336,"WK039221","Haarlem","Wijk","WK039221","1",8200,1705,725,3640,1125,1115,"5794","165","23.7","18.4","49.7","9.7","58.4","8.5","15.9","14.9","039221"
"6346",6345,"WK039300","Haarlemmerliede en Spaarnwoude","Wijk","WK039300","1",5665,1000,475,365,25,25,"295","283","36.4","29.7","34.8","25.4","27.2","31.2","4.7","4.1","039300"
"6354",6353,"WK039401","Haarlemmermeer","Wijk","WK039401","1",74310,10805,8720,14465,2275,1635,"2077","243","35.4","27.9","33.9","25.1","30","27.3","5.4","4.8","039401"
"6379",6378,"WK039402","Haarlemmermeer","Wijk","WK039402","1",31340,4335,3345,3850,605,260,"934","259","37.1","27.9","33.6","27","25.3","31.1","4.3","4","039402"
"6391",6390,"WK039403","Haarlemmermeer","Wijk","WK039403","1",7700,1585,705,530,90,35,"1108","222","31.4","26.2","36.9","19.9","32.7","23.5","4.5","4.1","039403"
"6400",6399,"WK039404","Haarlemmermeer","Wijk","WK039404","1",995,215,135,35,0,15,"93","291","34.6","28.6","35.6","22.2","30.3","27.6","3.8","2.6","039404"
"6404",6403,"WK039405","Haarlemmermeer","Wijk","WK039405","1",12500,2655,1535,1175,190,135,"1419","297","41.6","33.3","33.7","29.3","30.3","32.4","4.2","4.1","039405"
"6417",6416,"WK039406","Haarlemmermeer","Wijk","WK039406","1",750,130,125,15,0,0,"127","278","37.5","31.3","36.1","22.2","37","23.2","7.1","5.1","039406"
"6423",6422,"WK039407","Haarlemmermeer","Wijk","WK039407","1",4080,940,415,340,80,20,"519","265","31.1","26.1","40.8","19","33.4","24.9","4.7","4.8","039407"
"6428",6427,"WK039408","Haarlemmermeer","Wijk","WK039408","1",740,205,60,25,10,0,"148","305","33.4","28","38.4","21.6","28.9","27.7","4.3","5","039408"
"6432",6431,"WK039409","Haarlemmermeer","Wijk","WK039409","1",1595,375,130,55,10,10,"130","265","32.6","26.5","36.8","19.8","27.9","24.7","3.7","3.7","039409"
"6437",6436,"WK039410","Haarlemmermeer","Wijk","WK039410","1",3475,500,220,180,20,15,"613","268","34","27.8","35.3","22.7","23.9","31.9","2.7","2.9","039410"
"6440",6439,"WK039411","Haarlemmermeer","Wijk","WK039411","1",970,145,95,40,10,5,"428","267","34.2","28.4","32.5","23.3","20.5","31.9","2.3","2.3","039411"
"6443",6442,"WK039412","Haarlemmermeer","Wijk","WK039412","1",1820,305,200,65,15,5,"295","333","39.3","30.9","34","27","19.2","36.1","3.3","2.8","039412"
"6446",6445,"WK039413","Haarlemmermeer","Wijk","WK039413","1",1040,255,90,60,5,10,"312","374","40.5","33.3","31.3","30.5","26.4","34.1","1.9","1.1","039413"
"6450",6449,"WK039415","Haarlemmermeer","Wijk","WK039415","1",4600,805,400,385,55,50,"391","319","41.3","33.2","32.5","29.5","24.5","36.4","4.5","3.8","039415"
"6455",6454,"WK039416","Haarlemmermeer","Wijk","WK039416","1",65,0,50,20,0,0,"3",".",".",".",".",".",".",".",".",".","039416"
"6458",6457,"WK165501","Halderberge","Wijk","WK165501","1",6310,1355,300,130,25,10,"353","238","30.8","25.4","39.6","20","29.8","24.6","3.7","3","165501"
"6462",6461,"WK165502","Halderberge","Wijk","WK165502","1",1220,220,75,25,5,0,"263","195","30.6","24.7","37.5","18.6","32.2","20.7","3.4","2","165502"
"6465",6464,"WK165503","Halderberge","Wijk","WK165503","1",13025,2985,1150,1830,795,255,"585","200","29.4","23.6","42.7","16.9","40.1","16.3","7.7","7.2","165503"
"6474",6473,"WK165504","Halderberge","Wijk","WK165504","1",6705,1555,400,195,20,10,"273","268","34","27.9","38.5","22.4","28.5","27.8","3.8","4","165504"
"6480",6479,"WK165505","Halderberge","Wijk","WK165505","1",2330,505,170,60,15,5,"454","277","34.2","28.4","37.1","23.4","29.4","27.4","4","3.3","165505"
"6484",6483,"WK016001","Hardenberg","Wijk","WK016001","1",560,95,20,5,0,0,"66","264","29.4","23.3","43.1","18.1","23.7","34.5","4.8","3.2","016001"
"6487",6486,"WK016002","Hardenberg","Wijk","WK016002","1",160,15,0,0,0,0,"32","324","38.6","31.4","28.7","27",".",".",".",".","016002"
"6489",6488,"WK016003","Hardenberg","Wijk","WK016003","1",40,10,0,0,0,0,"18",".",".",".",".",".",".",".",".",".","016003"
"6491",6490,"WK016004","Hardenberg","Wijk","WK016004","1",3830,700,140,80,5,5,"98","231","28.9","22.9","40.1","15.6","29.6","23.1","5.1","4.9","016004"
"6499",6498,"WK016005","Hardenberg","Wijk","WK016005","1",3415,480,70,25,0,0,"177","195","26.2","20.4","42.9","12.7","29.6","20.4","3.1","3.3","016005"
"6503",6502,"WK016006","Hardenberg","Wijk","WK016006","1",285,50,15,0,0,0,"48","276","31.5","25.8","30.9","18.5","18.2","30.9","1.8","1.8","016006"
"6505",6504,"WK016007","Hardenberg","Wijk","WK016007","1",355,50,5,0,0,0,"41","275","32.1","24.6","36.6","15.4","21.1","32.5","2.4","3.3","016007"
"6507",6506,"WK016008","Hardenberg","Wijk","WK016008","1",2260,370,65,15,0,0,"121","183","25.7","19.6","45","10.6","36.2","14.6","6.8","5.3","016008"
"6513",6512,"WK016009","Hardenberg","Wijk","WK016009","1",12580,2330,450,385,5,15,"365","214","27.7","21.7","43.5","14.9","35.1","17.6","5.9","5.1","016009"
"6523",6522,"WK016010","Hardenberg","Wijk","WK016010","1",190,20,10,0,0,0,"40","264","30.5","26.7","43","17.6",".",".",".",".","016010"
"6525",6524,"WK016011","Hardenberg","Wijk","WK016011","1",125,35,0,0,0,0,"15",".","29.4","23.4","41.6","16.8",".",".",".",".","016011"
"6527",6526,"WK016012","Hardenberg","Wijk","WK016012","1",3140,620,145,50,0,0,"1004","193","27.3","21.7","41.6","14.5","34.7","21.3","3.9","4.1","016012"
"6530",6529,"WK016013","Hardenberg","Wijk","WK016013","1",430,55,10,120,0,0,"55","280","32.6","26.1","41.8","16.7","25","31.7","5.8","5.8","016013"
"6532",6531,"WK016014","Hardenberg","Wijk","WK016014","1",195,20,5,0,0,0,"30","293","30","25.1","34.5","20",".",".",".",".","016014"
